year,country,countryn,iso,iso3n,cpds1,poco,eu,emu,gov_right1,gov_cent1,gov_left1,gov_party,gov_new,gov_gap,gov_chan,gov_right2,gov_cent2,gov_left2,gov_right3,gov_cent3,gov_left3,gov_sup,gov_type,year_01,country_01,elect,vturn,social1,social2,social3,social4,social5,social6,social7,social8,leftsoc1,leftsoc2,leftsoc3,leftsoc4,leftsoc5,comm1,comm2,comm3,comm4,postcom1,postcom2,agrarian1,agrarian2,agrarian3,conserv1,conserv2,conserv3,conserv4,conserv5,conserv6,conserv7,conserv8,relig1,relig2,relig3,relig4,relig5,relig6,relig7,liberal1,liberal2,liberal3,liberal4,liberal5,liberal6,liberal7,liberal8,liberal9,protest1,protest2,protest3,protest4,protest5,green1,green2,green3,ethnic1,ethnic2,ethnic3,ethnic4,right1,right2,right3,right4,right5,regio1,femin1,monarch1,person1,pension1,pension2,nonlbl1,nonlbl2,allia1,allia2,allia3,others,year_02,country_02,ssocial1,ssocial2,ssocial3,ssocial4,ssocial5,ssocial6,ssocial7,ssocial8,sleftsoc1,sleftsoc2,sleftsoc3,sleftsoc4,sleftsoc5,scomm1,scomm2,scomm3,scomm4,spostcom1,spostcom2,sagrarian1,sagrarian2,sagrarian3,sconserv1,sconserv2,sconserv3,sconserv4,sconserv5,sconserv6,sconserv7,sconserv8,srelig1,srelig2,srelig3,srelig4,srelig5,srelig6,srelig7,sliberal1,sliberal2,sliberal3,sliberal4,sliberal5,sliberal6,sliberal7,sliberal8,sliberal9,sprotest1,sprotest2,sprotest3,sprotest4,sprotest5,sgreen1,sgreen2,sgreen3,sethnic1,sethnic2,sethnic3,sethnic4,sright1,sright2,sright3,sright4,sright5,sregio1,sfemin1,smonarch1,sperson1,spension1,spension2,snonlbl1,snonlbl2,sallia1,sallia2,sallia3,sothers,year_03,country_03,womenpar,rae_ele,rae_leg,effpar_ele,effpar_leg,dis_abso,dis_rel,dis_gall,year_04,country_04,lfirst,lsec,leff,lmin,lexe,ldis,lint,lfed,lbic,lrid,ljud,lbank,lfirstp,lfirstpi,lfirstpb,year_05,country_05,instcons,structur,fed,pres,prop,bic,referen,dir,judrev,year_06,country_06,kaopen,openc,outlays,receipts,realgdpgr,nomgdpgr,inflation,debt,debt_hist,deficit,pbal,capb,interest,curac,year_07,country_07,ttl_labf,civ_labf,emp_civ,labfopar,empratio,emp_ag,emp_ind,emp_serv,emp_un,unemp,year_08,country_08,nld,wi,wdlost,strike,grossu,netu,ud,adjcov,grossu_ipol,netu_ipol,ud_ipol,adjcov_ipol,year_09,country_09,sstran,socexp_t_pmp,socexp_c_pmp,socexp_k_pmp,oldage_pmp,survivor_pmp,incapben_pmp,health_pmp,family_pmp,almp_pmp,unemp_pmp,housing_pmp,othsocx_pmp,year_10,country_10,educexp_gov,educexp_gov_ipol,educexp_public,educexp_public_ipol,educexp_private,educexp_private_ipol,educatt_minimal,educatt_minimal_ipol,educatt_tertiary,educatt_tertiary_ipol,year_11,country_11,fallow_pmp,mpleave_pmp,othfam_c_pmp,childcare_pmp,homehelp_pmp,othfam_k_pmp,servadmi_pmp,training_pmp,jobrot_pmp,incent_pmp,disabled_pmp,jobcrea_pmp,startup_pmp,compen_pmp,earretir_pmp,year_12,country_12,emprot_reg,emprot_temp,prefisc_gini,pretran_gini,postfisc_gini,pop,pop15_64,pop65,elderly,year_13,country_13
2003,Japan,19,JPN,392,1,0,0,0,"77,78","5,56","0,00",1,0,0,0,"88,24","11,76","0,00","50,00","6,67","0,00","56,67",3,2003,Japan,09.11.2003,"59,9","3,7","0,0","37,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","8,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","40,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","6,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,3",2003,Japan,"1,3","0,0","36,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","49,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","7,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","3,4",2003,Japan,"7,1","0,69","0,61","3,20","2,59","0,60","0,19","7,83",2003,Japan,,,,,,,,,,,,,"0,89","-0,71","2,03",2003,Japan,3,2,0,0,1,"3,0",0,"0,50",1,2003,Japan,"1,00","22,09","36,63","29,12","1,53","-0,11","-0,26","149,51","149,51","-7,50","-6,84","-5,57","0,99","3,12",2003,Japan,"68144,30","66660,00","63160,00","79,98","68,36","2930,00","18480,00","41750,00","3503,30","5,30",2003,Japan,"47,00","4,00","6,73","0,10",,"10531,00","19,74",,"10541,51","10531,00","19,74","19,84",2003,Japan,"10,98","18,13","10,11","7,77","8,48","1,25","0,75","5,99","0,73","0,24","0,44","0,06","0,17",2003,Japan,"3,52","3,52","3,50","3,50","1,20","1,20",,,"37,42","37,42",2003,Japan,"0,19","0,12","0,00","0,33","0,00","0,10","0,12","0,04",,"0,07","0,00","0,00","0,00","0,44",,2003,Japan,"1,70","0,88",,,,"127619,00","85404,00","24311,00","19,05",2003,Japan
2004,Japan,19,JPN,392,1,0,0,0,"82,15","5,56","0,00",1,0,0,1,"87,56","12,44","0,00","49,99","7,10","0,00","57,09",3,2004,Japan,,"59,9","3,7","0,0","37,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","8,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","40,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","6,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,3",2004,Japan,"1,3","0,0","36,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","49,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","7,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","3,4",2004,Japan,"7,1","0,69","0,61","3,20","2,59","0,60","0,19","7,83",2004,Japan,,,,,,,,,,,,,"0,64","-0,83","1,76",2004,Japan,3,2,0,0,1,"3,0",0,"0,50",1,2004,Japan,"1,00","24,46","35,23","29,91","2,20","1,08","-0,01","156,40","156,40","-5,32","-4,86","-4,19","1,49","3,78",2004,Japan,"68145,80","66420,00","63290,00","80,31","68,70","2860,00","17960,00","42470,00","3135,80","4,70",2004,Japan,"51,00","7,00","9,76","0,14","10209,00","10209,00","19,06",,"10209,00","10209,00","19,06","19,42",2004,Japan,"11,10","18,19","10,08","7,88","8,58","1,26","0,74","6,03","0,78","0,23","0,32","0,06","0,18",2004,Japan,"3,49","3,49","3,50","3,50","1,20","1,20",,,"37,42","37,42",2004,Japan,"0,22","0,12","0,00","0,33","0,00","0,10","0,11","0,04",,"0,08","0,00","0,00","0,00","0,32",,2004,Japan,"1,70","0,88",,,,"127687,00","85077,00","24876,00","19,48",2004,Japan
2005,Japan,19,JPN,392,1,0,0,0,"94,44","5,56","0,00",1,0,0,1,"87,95","12,05","0,00","51,49","7,00","0,00","58,49",2,2005,Japan,11.09.2005,"67,5","3,0","0,0","34,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","7,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","44,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,2",2005,Japan,"1,5","0,0","23,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","61,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0","6,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,9",2005,Japan,"9,0","0,68","0,56","3,09","2,27","0,82","0,27","15,11",2005,Japan,,,,,,,,,,,,,"0,57","-1,07","1,84",2005,Japan,3,2,0,0,1,"3,0",0,"0,50",1,2005,Japan,"1,00","27,22","35,07","30,66","1,66","0,61","-0,28","159,06","159,06","-4,41","-4,27","-3,96","1,37","3,58",2005,Japan,"68472,70","66510,00","63560,00","81,24","69,28","2820,00","17750,00","42990,00","2941,70","4,40",2005,Japan,"50,00","4,00","5,63","0,08","10138,00","10138,00","18,80","19,00","10138,00","10138,00","18,80","19,00",2005,Japan,"10,40","18,60","10,34","8,17","8,90","1,28","0,72","6,26","0,81","0,09","0,28","0,09","0,18",2005,Japan,"3,37","3,37","3,40","3,40","1,50","1,50",,,"39,92","39,92",2005,Japan,"0,23","0,12","0,00","0,32","0,02","0,12","0,04","0,00",,"0,04","0,00","0,00","0,00","0,28",,2005,Japan,"1,70","0,88",,,,"127768,00","84422,00","25761,00","20,16",2005,Japan
2006,Japan,19,JPN,392,1,0,0,0,"92,97","5,56","0,00",1,0,0,1,"90,47","9,53","0,00","61,70","6,50","0,00","68,20",3,2006,Japan,,"67,5","3,0","0,0","34,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","7,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","44,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,2",2006,Japan,"1,5","0,0","23,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","61,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0","6,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,9",2006,Japan,"9,4","0,68","0,56","3,09","2,27","0,82","0,27","15,11",2006,Japan,,,,,,,,,,,,,"0,31","-1,21","1,62",2006,Japan,3,2,0,0,1,"3,0",0,"0,50",1,2006,Japan,"1,00","31,09","34,57","31,60","1,42","0,52","0,25","156,68","156,68","-2,97","-3,02","-3,03","1,73","3,88",2006,Japan,"68739,80","66640,00","63890,00","82,23","69,96","2720,00","17890,00","43280,00","2750,80","4,10",2006,Japan,"46,00","6,00","7,91","0,12","10041,00","10041,00","18,35","18,00","10041,00","10041,00","18,35","18,00",2006,Japan,"10,59","18,57","10,45","8,04","8,99","1,29","0,77","6,12","0,80","0,08","0,26","0,07","0,18",2006,Japan,"3,33","3,33","3,30","3,30","1,70","1,70",,,"40,48","40,48",2006,Japan,"0,27","0,12","0,00","0,33","0,01","0,06","0,04","0,00",,"0,03","0,00","0,00","0,00","0,26",,2006,Japan,"1,70","0,88",,,,"127770,00","83731,00","26604,00","20,82",2006,Japan
2007,Japan,19,JPN,392,1,0,0,0,"86,96","5,56","0,00",1,0,0,1,"90,47","9,53","0,00","61,70","6,50","0,00","68,20",3,2007,Japan,,"67,5","3,0","0,0","34,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","7,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","44,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,2",2007,Japan,"1,5","0,0","23,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","61,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0","6,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,9",2007,Japan,"9,4","0,68","0,56","3,09","2,27","0,82","0,27","15,11",2007,Japan,,,,,,,,,,,,,"0,35","-1,34","1,80",2007,Japan,3,2,0,0,1,"3,0",0,"0,50",1,2007,Japan,"1,00","33,80","34,57","31,81","1,65","0,91","0,06","154,68","154,68","-2,76","-2,74","-3,21","1,67","4,71",2007,Japan,"69080,30","66840,00","64270,00","83,33","70,66","2720,00","17870,00","43680,00","2568,30","3,80",2007,Japan,"54,00","21,00","33,24","0,48","10080,00","10080,00","18,25","17,80","10080,00","10080,00","18,25","17,80",2007,Japan,"10,79","18,97","10,66","8,23","9,19","1,30","0,81","6,27","0,80","0,08","0,25","0,07","0,19",2007,Japan,"3,33","3,33","3,30","3,30","1,60","1,60",,,"41,03","41,03",2007,Japan,"0,30","0,13","0,00","0,33","0,02","0,02","0,04","0,00",,"0,03","0,00","0,00","0,00","0,25",,2007,Japan,"1,37","0,88",,,,"127771,00","83015,00","27464,00","21,49",2007,Japan
2008,Japan,19,JPN,392,1,0,0,0,"87,14","5,56","0,00",1,0,0,1,"90,47","9,53","0,00","61,70","6,50","0,00","68,20",3,2008,Japan,,"67,5","3,0","0,0","34,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","7,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","44,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,2",2008,Japan,"1,5","0,0","23,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","61,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0","6,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,9",2008,Japan,"9,4","0,68","0,56","3,09","2,27","0,82","0,27","15,11",2008,Japan,,,,,,,,,,,,,"0,33","-1,46","1,93",2008,Japan,3,2,0,0,1,"3,0",0,"0,50",1,2008,Japan,"1,00","35,23","35,62","31,50","-1,09","-2,06","1,38","163,56","163,56","-4,12","-3,79","-3,67","1,49","2,83",2008,Japan,"69069,00","66740,00","64090,00","84,03","70,73","2680,00","17460,00","43950,00","2658,00","4,00",2008,Japan,"52,00","8,00","11,21","0,16","10065,05","10065,00","18,22","17,60","10065,05","10065,00","18,22","17,60",2008,Japan,"11,25","20,17","11,28","8,79","9,81","1,35","0,88","6,63","0,88","0,11","0,22","0,08","0,20",2008,Japan,"3,32","3,32","3,10","3,10","1,30","1,30",,,"42,84","42,84",2008,Japan,"0,32","0,14","0,00","0,32","0,08","0,02","0,05","0,01",,"0,04","0,00","0,00","0,00","0,22",,2008,Japan,"1,37","0,88","34,50","33,10","30,40","127692,00","82300,00","28216,00","22,10",2008,Japan
2009,Japan,19,JPN,392,1,0,0,0,"68,39","29,98","1,63",2,1,1,1,"64,21","35,12","0,66","43,79","23,41","0,44","67,64",3,2009,Japan,30.08.2009,"69,3","2,9","0,0","45,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","34,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,9",2009,Japan,"1,5","0,0","64,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","24,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,2",2009,Japan,"11,3","0,67","0,52","3,02","2,10","0,93","0,31","15,06",2009,Japan,,,,,,,,,,,,,"0,26","-1,54","1,90",2009,Japan,3,2,0,0,1,"3,0",0,"0,50",1,2009,Japan,"1,00","25,02","40,23","30,45","-5,42","-5,99","-1,35","180,79","180,79","-9,78","-9,28","-6,66","1,34","2,78",2009,Japan,"68999,00","66500,00","63140,00","84,73","70,03","2620,00","16910,00","43610,00","3367,00","5,10",2009,Japan,"92,00","21,00","7,49","0,11","10078,00","10078,00","18,46","17,90","10078,00","10078,00","18,46","17,90",2009,Japan,"12,67","22,49","12,37","9,82","10,89","1,42","0,99","7,21","0,96","0,30","0,36","0,10","0,25",2009,Japan,,"3,48","3,24","3,24","1,29","1,29",,,,"43,83",2009,Japan,"0,34","0,16","0,00","0,35","0,08","0,03","0,06","0,01",,"0,19","0,00","0,04","0,00","0,36",,2009,Japan,"1,37","0,88",,,,"127510,00","81493,00","29005,00","22,75",2009,Japan
2010,Japan,19,JPN,392,1,0,0,0,"5,57","90,58","2,24",2,0,0,2,"0,92","98,17","0,91","0,60","64,20","0,60","65,40",3,2010,Japan,,"69,3","2,9","0,0","45,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","34,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,9",2010,Japan,"1,5","0,0","64,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","24,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,2",2010,Japan,"11,3","0,67","0,52","3,02","2,10","0,93","0,31","15,06",2010,Japan,,,,,,,,,,,,,"0,12","-1,66","1,81",2010,Japan,3,2,0,0,1,"3,0",0,"0,50",1,2010,Japan,"1,00","29,19","39,28","30,13","4,19","2,22","-0,72","187,00","187,00","-9,15","-8,57","-7,62","1,17","3,87",2010,Japan,"68841,00","66320,00","62980,00","85,06","70,11","2520,00","16440,00","44020,00","3347,00","5,00",2010,Japan,"85,00","21,00","23,24","0,34","10144,00","10054,00","18,40","17,60","10144,00","10054,00","18,40","17,60",2010,Japan,"12,82","22,68","12,59","9,79","10,79","1,42","0,95","7,31","1,28","0,30","0,27","0,11","0,26",2010,Japan,"3,64","3,64","3,27","3,27","1,21","1,21",,,"44,81","44,81",2010,Japan,"0,64","0,18","0,01","0,36","0,07","0,02","0,06","0,03",,"0,13","0,00","0,08","0,00","0,27",,2010,Japan,"1,37","0,88",,,,"128057,00","81735,00","29484,00","23,02",2010,Japan
2011,Japan,19,JPN,392,1,0,0,0,"5,56","87,21","0,00",1,1,-1,1,"0,93","99,07","0,00","0,60","64,20","0,00","64,80",3,2011,Japan,,"69,3","2,9","0,0","45,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","34,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,9",2011,Japan,"1,5","0,0","64,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","24,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,2",2011,Japan,"10,8","0,67","0,52","3,02","2,10","0,93","0,31","15,06",2011,Japan,,,,,,,,,,,,,"-0,01","-1,76","1,74",2011,Japan,3,2,0,0,1,"3,0",0,"0,50",1,2011,Japan,"1,00","31,20","40,19","31,10","-0,12","-1,79","-0,27","202,27","202,27","-9,09","-8,34","-7,20","1,12","2,08",2011,Japan,"68474,00","65910,00","62890,00","84,94","70,29","2230,00","15570,00","45090,00","3019,00","4,60",2011,Japan,"57,00","9,00","4,38","0,06","9961,00","9961,00","19,00","17,80","9961,00","9961,00","19,00","17,80",2011,Japan,"13,19","23,80","13,00","10,47","11,03","1,44","1,00","7,69","1,35","0,32","0,26","0,12","0,58",2011,Japan,"3,65","3,65","3,30","3,30","1,24","1,24",,,,"45,76",2011,Japan,"0,68","0,19","0,01","0,39","0,06","0,02","0,06","0,05",,"0,11","0,00","0,09","0,00","0,26",,2011,Japan,"1,37","0,88",,,,"127799,00","81342,00","29752,00","23,28",2011,Japan
2012,Japan,19,JPN,392,1,0,0,0,"6,44","90,60","0,00",1,0,0,1,"2,39","97,61","0,00","1,60","63,25","0,00","64,85",3,2012,Japan,16.12.2012,"59,3","0,0","0,0","20,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","7,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","37,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","8,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","6,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,3","0,0","0,0","0,0","0,0","0,0","0,00","14,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,3",2012,Japan,"0,0","0,0","11,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","61,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","6,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","3,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","1,9","0,0","0,0","0,0","0,0","0,0","0,0","11,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,6",2012,Japan,"7,9","0,78","0,59","4,52","2,44","2,08","0,46","18,92",2012,Japan,,,,,,,,,,,,,"0,09","-1,90","2,04",2012,Japan,3,2,0,0,1,"3,0",0,"0,50",1,2012,Japan,"1,00","31,38","40,17","31,87","1,50","0,72","-0,05","209,89","209,89","-8,30","-7,46","-6,80","0,85","1,01",2012,Japan,"68025,00","65550,00","62700,00","85,29","70,56","2400,00","16260,00","44040,00","2848,00","4,30",2012,Japan,"79,00","12,00","3,84","0,06","9892,00","9892,00","17,97","17,50","9892,00","9892,00","17,97","17,50",2012,Japan,"13,20","23,60","12,89","10,52","11,26","1,43","1,03","7,72","1,31","0,20","0,25","0,12","0,30",2012,Japan,"3,70","3,70","3,26","3,26","1,23","1,23",,,,"46,70",2012,Japan,"0,62","0,19","0,01","0,41","0,06","0,02","0,07","0,01",,"0,09","0,01","0,02","0,00","0,25",,2012,Japan,"1,37","0,88",,,,"127515,00","80175,00","30793,00","24,15",2012,Japan
